"State","Crop_Year","Crop","Area","Production","Fertilizer","Pesticide","Yield","Annual_Rainfall","Region"
"Tripura",2011,"Wheat",274,536,45900.48,90.42,1.9375,2295.609091,"North-east"
"Uttar Pradesh",2011,"Wheat",9731150,31892480,1630162248,3211279.5,3.253333333,777.4,"North"
"West Bengal",2011,"Wheat",315659,872895,52879195.68,104167.47,2.49,1686.5,"East"
"Himachal Pradesh",2011,"Wheat",345182,506782,57824888.64,113910.06,1.423333333,1108.3,"North"
"Jammu and Kashmir",2011,"Wheat",291994,496542,48914834.88,96358.02,1.423571429,887.6,"North"
"Bihar",2011,"Wheat",2141892,6530955,358809747.8,706824.36,3.028684211,1097.1,"East"
"Uttarakhand",2011,"Wheat",355549,864836,59561568.48,117331.17,1.873076923,1564.7,"North"
"Jharkhand",2011,"Wheat",47933,73657,8029736.16,15817.89,1.486666667,1374.7,"East"
"Arunachal Pradesh",2011,"Wheat",3700,6500,619824,1221,1.818,2193.7,"North-east"
"Goa",2011,"Wheat",0,0,0,0,0,0,"West"
"Sikkim",2011,"Wheat",2500,2650,418800,825,1.065,2585.486364,"North-east"
"Andhra Pradesh",2012,"Wheat",8000,9000,1206400,2480,1.25,968.7,"South"
"Assam",2012,"Wheat",33984,44190,5124787.2,10535.04,1.2508,2167.5,"North-east"
"Chhattisgarh",2012,"Wheat",102230,143226,15416284,31691.3,1.6104,1366.8,"Central"
"Delhi",2012,"Wheat",19450,84802,2933060,6029.5,4.36,451.9,"North"
"Gujarat",2012,"Wheat",1023500,2944000,154343800,317285,2.9216,460.6,"West"
"Haryana",2012,"Wheat",2496905,11117000,376533274,774040.55,4.409047619,307.9,"North"
"Karnataka",2012,"Wheat",225274,178871,33971319.2,69834.94,0.846428571,956.2,"South"
"Kerala",2012,"Wheat",1,0,150.8,0.31,0,2187.6,"South"
"Madhya Pradesh",2012,"Wheat",5601025,16510524,844634570,1736317.75,2.8566,1049.5,"Central"
"Maharashtra",2012,"Wheat",785000,1198700,118378000,243350,1.461034483,1003.4,"West"
"Manipur",2012,"Wheat",2400,6000,361920,744,2.5,1176.7,"North-east"
"Meghalaya",2012,"Wheat",406,742,61224.8,125.86,1.356666667,2945.3,"North-east"
"Mizoram",2012,"Wheat",0,0,0,0,0,0,"North-east"
"Nagaland",2012,"Wheat",3270,5890,493116,1013.7,1.797777778,1296.6,"North-east"
"Odisha",2012,"Wheat",1039,1974,156681.2,322.09,1.622857143,1430.2,"East"
"Puducherry",2012,"Wheat",0,0,0,0,0,0,"South"
"Punjab",2012,"Wheat",3517000,16614000,530363600,1090270,4.677272727,338.9,"North"
"Tamil Nadu",2012,"Wheat",0,0,0,0,0,0,"South"
"Telangana",2012,"Wheat",8000,9000,1206400,2480,1.25,968.7,"South"
"Tripura",2012,"Wheat",334,827,50367.2,103.54,2.43625,1882.2,"North-east"
"Uttar Pradesh",2012,"Wheat",9733617,31332434,1467829444,3017421.27,3.2492,746.3,"North"
"West Bengal",2012,"Wheat",321572,895927,48493057.6,99687.32,2.555,1566,"East"
"Himachal Pradesh",2012,"Wheat",350121,656543,52798246.8,108537.51,1.894166667,1035,"North"
"Jammu and Kashmir",2012,"Wheat",289964,462422,43726571.2,89888.84,1.328461538,1116.7,"North"
"Bihar",2012,"Wheat",2207704,6174260,332921763.2,684388.24,2.749210526,924.1,"East"
"Uttarakhand",2012,"Wheat",349669,853769,52730085.2,108397.39,1.954615385,1309.8,"North"
"Jharkhand",2012,"Wheat",69336,128571,10455868.8,21494.16,1.663333333,1102,"East"
"Arunachal Pradesh",2012,"Wheat",2937,4401,442899.6,910.47,1.73,2760.7,"North-east"
"Goa",2012,"Wheat",0,0,0,0,0,0,"West"
"Sikkim",2012,"Wheat",520,550,78416,161.2,1.0475,3006.9,"North-east"
"Andhra Pradesh",2013,"Wheat",348,249,50282.52,93.96,0.68,1062.3,"South"
"Assam",2013,"Wheat",31294,40444,4521670.06,8449.38,1.232,1797.7,"North-east"
"Chhattisgarh",2013,"Wheat",105033,140756,15176218.17,28358.91,1.5332,1418.3,"Central"
"Delhi",2013,"Wheat",19450,86498,2810330.5,5251.5,4.45,706.8,"North"
"Gujarat",2013,"Wheat",1442288,4607993,208396193.1,389417.76,3.072,1006.5,"West"
"Haryana",2013,"Wheat",2499000,11800000,361080510,674730,4.623809524,452.2,"North"
"Karnataka",2013,"Wheat",209079,210041,30209824.71,56451.33,1.068571429,1235.6,"South"
"Kerala",2013,"Wheat",0,0,0,0,0,0,"South"
"Madhya Pradesh",2013,"Wheat",6123044,15722722,884718627.6,1653221.88,2.538431373,1451.4,"Central"
"Maharashtra",2013,"Wheat",1028200,1480000,148564618,277614,1.462413793,1409.8,"West"
"Manipur",2013,"Wheat",2160,5400,312098.4,583.2,2.495,1428.8,"North-east"
"Meghalaya",2013,"Wheat",422,789,60974.78,113.94,1.506,2448.4,"North-east"
"Mizoram",2013,"Wheat",0,0,0,0,0,0,"North-east"
"Nagaland",2013,"Wheat",3000,5470,433470,810,1.824444444,1350.9,"North-east"
"Odisha",2013,"Wheat",678,1069,97964.22,183.06,1.665555556,1632.4,"East"
"Puducherry",2013,"Wheat",0,0,0,0,0,0,"South"
"Punjab",2013,"Wheat",3512000,17620000,507448880,948240,4.936818182,586.6,"North"
"Tamil Nadu",2013,"Wheat",0,0,0,0,0,0,"South"
"Telangana",2013,"Wheat",7387,4615,1067347.63,1994.49,0.71,1205.5,"South"
"Tripura",2013,"Wheat",150,300,21673.5,40.5,1.93375,2043.5,"North-east"
"Uttar Pradesh",2013,"Wheat",9839197,31492656,1421665575,2656583.19,3.2156,995.2,"North"
"West Bengal",2013,"Wheat",331481,927837,47895689.69,89499.87,2.538888889,1939.9,"East"
"Himachal Pradesh",2013,"Wheat",415665,324283,60059435.85,112229.55,0.786666667,1216.9,"North"
"Jammu and Kashmir",2013,"Wheat",292380,464577,42245986.2,78942.6,1.27,1193.8,"North"
"Bihar",2013,"Wheat",2148818,6134679,310482712.8,580180.86,2.835,1069.9,"East"
"Uttarakhand",2013,"Wheat",343637,848134,49652110.13,92781.99,1.978461538,1735.4,"North"
"Jharkhand",2013,"Wheat",73527,106208,10623916.23,19852.29,1.550416667,1253.6,"East"
"Arunachal Pradesh",2013,"Wheat",2960,4470,427690.4,799.2,1.73,2042.9,"North-east"
"Goa",2013,"Wheat",0,0,0,0,0,0,"West"
"Sikkim",2013,"Wheat",360,385,52016.4,97.2,1.03,2567.6,"North-east"
"Andhra Pradesh",2014,"Wheat",320,256,48307.2,105.6,1.02,687.6,"South"
"Assam",2014,"Wheat",23646,28769,3569600.16,7803.18,1.199615385,1899,"North-east"
"Chhattisgarh",2014,"Wheat",103195,153321,15578317.2,34054.35,1.745384615,1274.7,"Central"
"Delhi",2014,"Wheat",19360,85558,2922585.6,6388.8,4.42,416.4,"North"
"Gujarat",2014,"Wheat",1171449,3293487,176841941,386578.17,2.8178125,605.6,"West"
"Haryana",2014,"Wheat",2628000,10457000,396722880,867240,3.782857143,301.3,"North"
"Karnataka",2014,"Wheat",197615,260093,29831960.4,65212.95,1.289285714,1238.5,"South"
"Kerala",2014,"Wheat",1,3,150.96,0.33,3,3046.4,"South"
"Madhya Pradesh",2014,"Wheat",5999000,18463000,905609040,1979670,2.904705882,891.2,"Central"
"Maharashtra",2014,"Wheat",1067300,1307700,161119608,352209,1.20137931,1001.6,"West"
"Manipur",2014,"Wheat",2160,5620,326073.6,712.8,2.631666667,987.5,"North-east"
"Meghalaya",2014,"Wheat",442,844,66724.32,145.86,1.568,3484.4,"North-east"
"Mizoram",2014,"Wheat",0,0,0,0,0,0,"North-east"
"Nagaland",2014,"Wheat",3070,5600,463447.2,1013.1,1.823333333,1333.3,"North-east"
"Odisha",2014,"Wheat",403,658,60836.88,132.99,1.440625,1536.9,"East"
"Puducherry",2014,"Wheat",0,0,0,0,0,0,"South"
"Punjab",2014,"Wheat",3505000,15050000,529114800,1156650,4.174090909,382.7,"North"
"Tamil Nadu",2014,"Wheat",0,0,0,0,0,0,"South"
"Telangana",2014,"Wheat",5828,6929,879794.88,1923.24,1.156,746.4,"South"
"Tripura",2014,"Wheat",135,304,20379.6,44.55,2.21375,2015.7,"North-east"
"Uttar Pradesh",2014,"Wheat",9846466,20054791,1486422507,3249333.78,2.065466667,616.4,"North"
"West Bengal",2014,"Wheat",334640,939254,50517254.4,110431.2,2.615,1483.5,"East"
"Himachal Pradesh",2014,"Wheat",345548,639209,52163926.08,114030.84,1.846666667,1019.9,"North"
"Jammu and Kashmir",2014,"Wheat",0,0,0,0,0,0,"North"
"Bihar",2014,"Wheat",2154423,3570211,325231696.1,710959.59,1.676315789,1061,"East"
"Uttarakhand",2014,"Wheat",343879,662026,51911973.84,113480.07,1.543076923,1287.4,"North"
"Jharkhand",2014,"Wheat",87256,138951,13172165.76,28794.48,1.4513392855,1156.6,"East"
"Arunachal Pradesh",2014,"Wheat",3800,7500,573648,1254,2.454444444,2403.2,"North-east"
"Goa",2014,"Wheat",0,0,0,0,0,0,"West"
"Sikkim",2014,"Wheat",390,420,58874.4,128.7,1.05,2627,"North-east"
"Andhra Pradesh",2015,"Wheat",164,115,25897.24,54.12,0.696666667,940.7,"South"
"Assam",2015,"Wheat",20975,24489,3312162.25,6921.75,1.1756,2155.3,"North-east"
"Chhattisgarh",2015,"Wheat",105785,142329,16704509.35,34909.05,1.522,1136,"Central"
"Delhi",2015,"Wheat",19050,83419,3008185.5,6286.5,4.38,757.7,"North"
"Gujarat",2015,"Wheat",857696,2315849,135438775.4,283039.68,2.6759375,584.3,"West"
"Haryana",2015,"Wheat",2576000,11350000,406776160,850080,4.252857143,426.8,"North"
"Karnataka",2015,"Wheat",173856,128988,27453600.96,57372.48,0.854285714,1024.9,"South"
"Kerala",2015,"Wheat",2,3,315.82,0.66,1.5,2602.9,"South"
"Madhya Pradesh",2015,"Wheat",5914000,18408000,933879740,1951620,2.961372549,1000.7,"Central"
"Maharashtra",2015,"Wheat",910854,981351,143832955.1,300581.82,1.0278125,875.7,"West"
"Manipur",2015,"Wheat",2250,5620,355297.5,742.5,2.503333333,1329.1,"North-east"
"Meghalaya",2015,"Wheat",448,875,70743.68,147.84,1.646,3870.8,"North-east"
"Mizoram",2015,"Wheat",0,0,0,0,0,0,"North-east"
"Nagaland",2015,"Wheat",3250,5950,513207.5,1072.5,1.828888889,1308.3,"North-east"
"Odisha",2015,"Wheat",367,494,57952.97,121.11,1.2675,1210.1,"East"
"Puducherry",2015,"Wheat",0,0,0,0,0,0,"South"
"Punjab",2015,"Wheat",3508000,16077000,553948280,1157640,4.552272727,512.6,"North"
"Tamil Nadu",2015,"Wheat",0,0,0,0,0,0,"South"
"Telangana",2015,"Wheat",4952,16902,781970.32,1634.16,2.9475,747.9,"South"
"Tripura",2015,"Wheat",182,407,28739.62,60.06,2.221428571,2334.4,"North-east"
"Uttar Pradesh",2015,"Wheat",9644838,26874361,1523016369,3182796.54,2.768,596.7,"North"
"West Bengal",2015,"Wheat",339851,788503,53665871.41,112150.83,2.191111111,1717,"East"
"Himachal Pradesh",2015,"Wheat",342675,602287,54111809.25,113082.75,1.605,1223.2,"North"
"Jammu and Kashmir",2015,"Wheat",281870,544889,44510091.7,93017.1,1.332857143,1572.6,"North"
"Bihar",2015,"Wheat",2110750,4736448,333308532.5,696547.5,2.312631579,874,"East"
"Uttarakhand",2015,"Wheat",342650,790370,54107861.5,113074.5,1.675384615,1247.6,"North"
"Jharkhand",2015,"Wheat",71027,113701,11215873.57,23438.91,1.456666667,1085.6,"East"
"Arunachal Pradesh",2015,"Wheat",3910,7700,617428.1,1290.3,2.105,2593.2,"North-east"
"Goa",2015,"Wheat",0,0,0,0,0,0,"West"
"Sikkim",2015,"Wheat",323,346,51004.93,106.59,1.0375,2949.1,"North-east"
"Andhra Pradesh",2016,"Wheat",33,76,5057.25,11.55,2.155,890,"South"
"Assam",2016,"Wheat",17452,23459,2674519,6108.2,1.2684,2296.8,"North-east"
"Chhattisgarh",2016,"Wheat",102114,151078,15648970.5,35739.9,1.660769231,1298.9,"Central"
"Delhi",2016,"Wheat",19622,87182,3007071.5,6867.7,4.44,747.1,"North"
"Gujarat",2016,"Wheat",999370,2757755,153153452.5,349779.5,2.7428125,710.5,"West"
"Haryana",2016,"Wheat",2542100,12310000,389576825,889735,4.744761905,554.7,"North"
"Karnataka",2016,"Wheat",168242,171429,25783086.5,58884.7,0.944285714,1147.2,"South"
"Kerala",2016,"Wheat",1,1,153.25,0.35,1,2924.3,"South"
"Madhya Pradesh",2016,"Wheat",6423000,21916000,984324750,2248050,3.294509804,1048.4,"Central"
"Maharashtra",2016,"Wheat",1272006,2214012,194934919.5,445202.1,1.73483871,1151.1,"West"
"Manipur",2016,"Wheat",2250,5620,344812.5,787.5,2.503333333,2039.8,"North-east"
"Meghalaya",2016,"Wheat",456,878,69882,159.6,1.632,3837.1,"North-east"
"Mizoram",2016,"Wheat",0,0,0,0,0,0,"North-east"
"Nagaland",2016,"Wheat",3380,6220,517985,1183,1.838888889,1959.8,"North-east"
"Odisha",2016,"Wheat",57,80,8735.25,19.95,0.95,1460.5,"East"
"Puducherry",2016,"Wheat",0,0,0,0,0,0,"South"
"Punjab",2016,"Wheat",3495000,17636000,535608750,1223250,4.975,635.9,"North"
"Tamil Nadu",2016,"Wheat",0,0,0,0,0,0,"South"
"Telangana",2016,"Wheat",5409,7413,828929.25,1893.15,1.223571429,942.6,"South"
"Tripura",2016,"Wheat",200,460,30650,70,2.25625,2475.3,"North-east"
"Uttar Pradesh",2016,"Wheat",9884913,34971381,1514862917,3459719.55,3.558666667,965.3,"North"
"West Bengal",2016,"Wheat",321621,862712,49288418.25,112567.35,2.394545455,1795.8,"East"
"Himachal Pradesh",2016,"Wheat",325910,331303,49945707.5,114068.5,1.0275,1373.9,"North"
"Jammu and Kashmir",2016,"Wheat",290301,548542,44488628.25,101605.35,1.416428571,902.8,"North"
"Bihar",2016,"Wheat",2105811,5985841,322715535.8,737033.85,2.781315789,1205.6,"East"
"Uttarakhand",2016,"Wheat",339572,891700,52039409,118850.2,1.962307692,1580.9,"North"
"Jharkhand",2016,"Wheat",112109,226854,17180704.25,39238.15,2.145416667,1296.3,"East"
"Arunachal Pradesh",2016,"Wheat",3910,7700,599207.5,1368.5,2.105,2933.7,"North-east"
"Goa",2016,"Wheat",0,0,0,0,0,0,"West"
"Sikkim",2016,"Wheat",265,286,40611.25,92.75,1.046666667,2971.6,"North-east"
"Andhra Pradesh",2017,"Wheat",49,35,7714.56,18.62,0.7833333335,868.2,"South"
"Assam",2017,"Wheat",17786,24658,2800227.84,6758.68,1.3388,2098.563636,"North-east"
"Chhattisgarh",2017,"Wheat",102195,141642,16089580.8,38834.1,1.497692308,1124.5,"Central"
"Delhi",2017,"Wheat",19671,83419,3097002.24,7474.98,4.24,533.7,"North"
"Gujarat",2017,"Wheat",1058778,3101037,166694008.3,402335.64,2.926666667,814.8,"West"
"Haryana",2017,"Wheat",2530500,12265100,398401920,961590,4.705454545,417.1,"North"
"Karnataka",2017,"Wheat",193338,219087,30439134.72,73468.44,1.065333333,1111.7,"South"
"Kerala",2017,"Wheat",1,1,157.44,0.38,1,2664.8,"South"
"Madhya Pradesh",2017,"Wheat",5802980,20019950,913621171.2,2205132.4,3.345882353,800,"Central"
"Maharashtra",2017,"Wheat",1137731.5,1884842,179124447.4,432337.97,1.505483871,1129.5,"West"
"Manipur",2017,"Wheat",2250,5620,354240,855,2.503333333,1780,"North-east"
"Meghalaya",2017,"Wheat",460,887,72422.4,174.8,1.636,4472.3,"North-east"
"Mizoram",2017,"Wheat",0,0,0,0,0,0,"North-east"
"Nagaland",2017,"Wheat",3410,6260,536870.4,1295.8,1.834444444,1722.1,"North-east"
"Odisha",2017,"Wheat",73,158,11493.12,27.74,2.387142857,1344.4,"East"
"Puducherry",2017,"Wheat",0,0,0,0,0,0,"South"
"Punjab",2017,"Wheat",3512000,17830000,552929280,1334560,5.013181818,497.5,"North"
"Tamil Nadu",2017,"Wheat",0,0,0,0,0,0,"South"
"Telangana",2017,"Wheat",4158,5773,654635.52,1580.04,1.2145,815.7,"South"
"Tripura",2017,"Wheat",195,396,30700.8,74.1,2.025,3326.8,"North-east"
"Uttar Pradesh",2017,"Wheat",9752941,35645666,1535503031,3706117.58,3.649866667,652.1,"North"
"West Bengal",2017,"Wheat",117360,362744,18477158.4,44596.8,2.676666667,1830,"East"
"Himachal Pradesh",2017,"Wheat",342675,603587,53950752,130216.5,1.608333333,1182.2,"North"
"Jammu and Kashmir",2017,"Wheat",299336,640196,47127459.84,113747.68,1.645,1279.1,"North"
"Bihar",2017,"Wheat",2101311,6104303,330830403.8,798498.18,2.866315789,1112,"East"
"Uttarakhand",2017,"Wheat",330401,929884,52018333.44,125552.38,2.100769231,1475.8,"North"
"Jharkhand",2017,"Wheat",220963,468754,34788414.72,83965.94,2.164583333,1165.7,"East"
"Arunachal Pradesh",2017,"Wheat",3930,7742,618739.2,1493.4,2.102,2745.5,"North-east"
"Goa",2017,"Wheat",0,0,0,0,0,0,"West"
"Sikkim",2017,"Wheat",172,185,27079.68,65.36,1.03,2873.6,"North-east"
"Andhra Pradesh",2018,"Wheat",102,19,16544.4,35.7,0.095,1220.5,"South"
"Assam",2018,"Wheat",16945,23693,2748479,5930.75,1.371666667,2372.9,"North-east"
"Chhattisgarh",2018,"Wheat",99925,166979,16207835,34973.75,1.792692308,1515.5,"Central"
"Delhi",2018,"Wheat",19220,82876,3117484,6727,4.31,678.5,"North"
"Gujarat",2018,"Wheat",797156,2407132,129298703.2,279004.6,3.0109375,1125.4,"West"
"Haryana",2018,"Wheat",2553100,12573000,414112820,893585,4.825,533.2,"North"
"Karnataka",2018,"Wheat",157525,163113,25550555,55133.75,0.960740741,1419.1,"South"
"Kerala",2018,"Wheat",1.4,2,227.08,0.49,1.45,2989.7,"South"
"Madhya Pradesh",2018,"Wheat",7721549,25276038,1252435248,2702542.15,3.141764706,1102.2,"Central"
"Maharashtra",2018,"Wheat",834423.25,1249407,135343451.1,292048.1375,1.388666667,1387.4,"West"
"Manipur",2018,"Wheat",2290,5730,371438,801.5,2.395555556,1196.9,"North-east"
"Meghalaya",2018,"Wheat",462,892,74936.4,161.7,1.638,5649.1,"North-east"
"Mizoram",2018,"Wheat",0,0,0,0,0,0,"North-east"
"Nagaland",2018,"Wheat",3420,6260,554724,1197,1.83,1372.7,"North-east"
"Odisha",2018,"Wheat",147,268,23843.4,51.45,1.825,1635.9,"East"
"Puducherry",2018,"Wheat",0,0,0,0,0,0,"South"
"Punjab",2018,"Wheat",3520000,18262000,570944000,1232000,5.068636364,585.5,"North"
"Tamil Nadu",2018,"Wheat",0,0,0,0,0,0,"South"
"Telangana",2018,"Wheat",4844,9093,785696.8,1695.4,1.807,1350.3,"South"
"Tripura",2018,"Wheat",157,332,25465.4,54.95,2.08625,2169.1,"North-east"
"Uttar Pradesh",2018,"Wheat",9855900,38039724,1598626980,3449565,3.8556,792.8,"North"
"West Bengal",2018,"Wheat",112147,337751,18190243.4,39251.45,2.483,2012.6,"East"
"Himachal Pradesh",2018,"Wheat",319002,564634,51742124.4,111650.7,1.594166667,1052.2,"North"
"Jammu and Kashmir",2018,"Wheat",288387,671799,46776371.4,100935.45,1.687142857,1016.3,"North"
"Bihar",2018,"Wheat",2156652,6465905,349808954.4,754828.2,2.959473684,1521.4,"East"
"Uttarakhand",2018,"Wheat",307452,927657,49868714.4,107608.2,2.349230769,1373,"North"
"Jharkhand",2018,"Wheat",163847,302559,26575983.4,57346.45,1.921666667,1222.7,"East"
"Arunachal Pradesh",2018,"Wheat",3930,7742,637446,1375.5,2.151818182,2992.9,"North-east"
"Goa",2018,"Wheat",0,0,0,0,0,0,"West"
"Sikkim",2018,"Wheat",163,176,26438.6,57.05,1.04,3350.1,"North-east"
"Andhra Pradesh",2019,"Wheat",37,11,6355.12,13.69,0.155,899.2,"South"
"Assam",2019,"Wheat",11336,14430,1947071.36,4194.32,1.272083333,2084.7,"North-east"
"Chhattisgarh",2019,"Wheat",116274,135888,19971222.24,43021.38,1.336538462,1420.3,"Central"
"Delhi",2019,"Wheat",19228,82905,3302601.28,7114.36,4.31,546.9,"North"
"Gujarat",2019,"Wheat",1393487,4553681,239345327.1,515590.19,3.1434375,1067.8,"West"
"Haryana",2019,"Wheat",2533800,11876900,435205488,937506,4.618181818,351.8,"North"
"Karnataka",2019,"Wheat",158319,180114,27192871.44,58578.03,1.08125,1422.3,"South"
"Kerala",2019,"Wheat",1,2,171.76,0.37,2,3119.2,"South"
"Madhya Pradesh",2019,"Wheat",10216517,37507219,1754788960,3780111.29,3.519423077,1446.7,"Central"
"Maharashtra",2019,"Wheat",1056965,1793440,181544308.4,391077.05,1.564,1555.8,"West"
"Manipur",2019,"Wheat",0,0,0,0,0,0,"North-east"
"Meghalaya",2019,"Wheat",464,898,79696.64,171.68,1.638,3844.4,"North-east"
"Mizoram",2019,"Wheat",0,0,0,0,0,0,"North-east"
"Nagaland",2019,"Wheat",3430,6280,589136.8,1269.1,1.831111111,1593,"North-east"
"Odisha",2019,"Wheat",118,164,20267.68,43.66,1.495,1593.9,"East"
"Puducherry",2019,"Wheat",0,0,0,0,0,0,"South"
"Punjab",2019,"Wheat",3521000,17619000,604766960,1302770,4.892272727,653.2,"North"
"Tamil Nadu",2019,"Wheat",0,0,0,0,0,0,"South"
"Telangana",2019,"Wheat",4472,8237,768110.72,1654.64,0.899230769,1031.7,"South"
"Tripura",2019,"Wheat",148,331,25420.48,54.76,2.228333333,2252.8,"North-east"
"Uttar Pradesh",2019,"Wheat",9852504,36209665,1692266087,3645426.48,3.688533333,814.5,"North"
"West Bengal",2019,"Wheat",188308,509970,32343782.08,69673.96,2.647619048,1733.4,"East"
"Himachal Pradesh",2019,"Wheat",319098,619689,54808272.48,118066.26,1.7575,1217.7,"North"
"Jammu and Kashmir",2019,"Wheat",243929,488297,41897245.04,90253.73,1.6575,1324.1,"North"
"Bihar",2019,"Wheat",2150180,5579348,369314916.8,795566.6,2.569473684,1194.7,"East"
"Uttarakhand",2019,"Wheat",303283,887440,52091888.08,112214.71,2.376923077,1378.9,"North"
"Jharkhand",2019,"Wheat",214780,439401,36890612.8,79468.6,2.055,1137.8,"East"
"Arunachal Pradesh",2019,"Wheat",3930,7742,675016.8,1454.1,2.168333333,2433.3,"North-east"
"Goa",2019,"Wheat",0,0,0,0,0,0,"West"
"Sikkim",2019,"Wheat",165,178,28340.4,61.05,1.035,2740,"North-east"
"Andhra Pradesh",2000,"Cotton",1021721,1662683,100302350.6,265647.46,1.687727273,935.6,"South"
"Assam",2000,"Cotton",1673,760,164238.41,434.98,0.426521739,1965.5,"North-east"
"Chhattisgarh",2000,"Cotton",69,10,6773.73,17.94,0.245,896.4,"Central"
"Delhi",2000,"Cotton",1,1,98.17,0.26,1,544.3,"North"
"Gujarat",2000,"Cotton",1615400,1161400,158583818,420004,0.918823529,379.7,"West"
"Haryana",2000,"Cotton",555385,1016700,54522145.45,144400.1,1.161052632,383.7,"North"
"Karnataka",2000,"Cotton",551763,855236,54166573.71,143458.38,1.593333333,1213.3,"South"
"Kerala",2000,"Cotton",3847,6209,377659.99,1000.22,1.61,2412.6,"South"
"Madhya Pradesh",2000,"Cotton",490767,234423,48178596.39,127599.42,0.572941176,723.3,"Central"
"Maharashtra",2000,"Cotton",3076900,1802600,302059273,799994,0.881153846,1057.8,"West"
"Manipur",2000,"Cotton",60,20,5890.2,15.6,0.33,1969.7,"North-east"
"Meghalaya",2000,"Cotton",7340,7684,720567.8,1908.4,1.036666667,6258.8,"North-east"
"Mizoram",2000,"Cotton",483,1236,47416.11,125.58,2.645,2834.3,"North-east"
"Nagaland",2000,"Cotton",251,350,24640.67,65.26,1.43875,1631.8,"North-east"
"Odisha",2000,"Cotton",39160,65090,3844337.2,10181.6,1.654,1066,"East"
"Puducherry",2000,"Cotton",452,2300,44372.84,117.52,5.11,1434.5875,"South"
"Punjab",2000,"Cotton",474000,1199000,46532580,123240,2.131,405.3,"North"
"Tamil Nadu",2000,"Cotton",193850,325079,19030254.5,50401,1.807777778,971.1,"South"
"Telangana",2000,"Cotton",1021721,1662683,100302350.6,265647.46,1.687727273,935.6,"South"
"Tripura",2000,"Cotton",910,1340,89334.7,236.6,1.44,2437.5,"North-east"
"Uttar Pradesh",2000,"Cotton",5328,4759,523049.76,1385.28,1.268235294,874.4,"North"
"West Bengal",2000,"Cotton",1188,2732,116625.96,308.88,2.3,1907.7,"East"
"Himachal Pradesh",2000,"Cotton",0,0,0,0,0,0,"North"
"Jammu and Kashmir",2000,"Cotton",0,0,0,0,0,0,"North"
"Bihar",2000,"Cotton",0,0,0,0,0,0,"East"
"Uttarakhand",2000,"Cotton",0,0,0,0,0,0,"North"
"Jharkhand",2000,"Cotton",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2000,"Cotton",0,0,0,0,0,0,"North-east"
"Goa",2000,"Cotton",0,0,0,0,0,0,"West"
"Sikkim",2000,"Cotton",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2001,"Cotton",1107852,1876698,113144924.8,288041.52,1.820454545,928.4,"South"
"Assam",2001,"Cotton",1882,860,192208.66,489.32,0.443913043,1824.7,"North-east"
"Chhattisgarh",2001,"Cotton",103,72,10519.39,26.78,0.795,1550,"Central"
"Delhi",2001,"Cotton",1,1,102.13,0.26,1,611.9,"North"
"Gujarat",2001,"Cotton",1749800,1703200,178707074,454948,1.133529412,666.5,"West"
"Haryana",2001,"Cotton",629468,722000,64287566.84,163661.68,0.804736842,483.8,"North"
"Karnataka",2001,"Cotton",608479,612415,62143960.27,158204.54,1.221428571,1002.9,"South"
